animal_id,name,datetime,monthyear,date_of_birth,outcome_type,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,outcome_subtype
A766118,,05-02-2018 19:03,2018-02-05T19:03:00.000,2016-02-02T00:00:00.000,Transfer,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby,Snr
A831674,,31-03-2021 18:07,2021-03-31T18:07:00.000,2019-03-31T00:00:00.000,Euthanasia,Other,Unknown,2 years,Bat,Brown,Rabies Risk
A681575,Sandy,13-07-2014 14:26,2014-07-13T14:26:00.000,2014-05-13T00:00:00.000,Adoption,Dog,Spayed Female,1 month,Labrador Retriever/Blue Lacy,Tricolor,
A882686,A882686,13-06-2023 17:02,2023-06-13T17:02:00.000,2023-03-08T00:00:00.000,Adoption,Dog,Neutered Male,3 months,Queensland Heeler Mix,Blue Tick/Tricolor,
A761383,Charlie,23-11-2017 15:07,2017-11-23T15:07:00.000,2017-10-12T00:00:00.000,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White,Partner
A803143,Aria,01-09-2019 17:00,2019-09-01T17:00:00.000,2019-06-28T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Black,
A772223,,26-05-2018 16:24,2018-05-26T16:24:00.000,2018-03-16T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby,
A685080,Rossco,30-05-2015 17:55,2015-05-30T17:55:00.000,2013-08-14T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Border Collie Mix,Black,
A672471,,10-02-2014 19:20,2014-02-10T19:20:00.000,2012-02-10T00:00:00.000,Euthanasia,Other,Unknown,2 years,Raccoon,Brown/Black,Rabies Risk
A699227,Caitlyn,25-08-2015 09:45,2015-08-25T09:45:00.000,2015-03-23T00:00:00.000,Adoption,Cat,Spayed Female,5 months,Domestic Medium Hair Mix,Cream Tabby/White,Foster
A845878,Bruce,19-01-2022 15:25,2022-01-19T15:25:00.000,2021-10-05T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair,Blue,Foster
A601482,Pepe,03-06-2014 14:25,2014-06-03T14:25:00.000,2008-05-20T00:00:00.000,Return to Owner,Dog,Neutered Male,6 years,Chow Chow/Australian Cattle Dog,Tan/Black,
A844711,Tiny,20-10-2021 19:07,2021-10-20T19:07:00.000,2019-10-16T00:00:00.000,Return to Owner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Brown/White,
A801121,Precious,03-08-2019 17:09,2019-08-03T17:09:00.000,2018-01-31T00:00:00.000,Transfer,Cat,Intact Female,1 year,Domestic Shorthair,Torbie,Partner
A772366,Osiris,24-06-2018 18:47,2018-06-24T18:47:00.000,2016-05-18T00:00:00.000,Return to Owner,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White,
A724463,,18-04-2016 13:06,2016-04-18T13:06:00.000,2016-04-12T00:00:00.000,Transfer,Cat,Unknown,6 days,Domestic Medium Hair Mix,Gray/Tortie,Partner
A765537,Godzilla,02-07-2018 17:22,2018-07-02T17:22:00.000,2014-01-22T00:00:00.000,Adoption,Cat,Neutered Male,4 years,Domestic Longhair Mix,White/Brown Tabby,Foster
A698266,Pee Wee,14-03-2015 12:18,2015-03-14T12:18:00.000,2009-03-12T00:00:00.000,Transfer,Dog,Spayed Female,6 years,Miniature Schnauzer Mix,Brown/White,Partner
A823108,,17-09-2020 10:22,2020-09-17T10:22:00.000,2019-09-16T00:00:00.000,Euthanasia,Other,Unknown,1 year,Bat,Brown,Rabies Risk
A710134,Eddie,30-08-2015 00:00,2015-08-30T00:00:00.000,2014-03-18T00:00:00.000,Transfer,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Black,Partner
A843623,Breaux,13-10-2021 17:05,2021-10-13T17:05:00.000,2017-10-04T00:00:00.000,Return to Owner,Dog,Intact Male,4 years,Pit Bull Mix,Tan/White,
A714862,Peachy,28-11-2015 18:27,2015-11-28T18:27:00.000,2015-08-02T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White,
A676765,Newton,21-04-2014 13:17,2014-04-21T13:17:00.000,2012-04-14T00:00:00.000,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black,Partner
A691584,Luke,13-10-2015 11:37,2015-10-13T11:37:00.000,2012-11-06T00:00:00.000,Transfer,Dog,Neutered Male,2 years,Labrador Retriever Mix,Tan/White,Partner
A700633,Cole,26-04-2015 16:02,2015-04-26T16:02:00.000,2014-04-17T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Italian Greyhound/Chihuahua Shorthair,Black,
A811089,,02-01-2020 10:49,2020-01-02T10:49:00.000,2017-12-27T00:00:00.000,Transfer,Cat,Intact Female,2 years,Domestic Shorthair,Torbie,Snr
A347684,Ruby,26-07-2014 19:03,2014-07-26T19:03:00.000,2001-05-23T00:00:00.000,Return to Owner,Dog,Spayed Female,13 years,Chihuahua Shorthair,Black/Red,
A763214,Brady,26-12-2017 13:11,2017-12-26T13:11:00.000,2017-06-05T00:00:00.000,Adoption,Dog,Neutered Male,6 months,Labrador Retriever Mix,Black/White,
A755878,Eli,14-08-2017 16:54,2017-08-14T16:54:00.000,2016-08-10T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Rat Terrier Mix,Black/White,
A796721,,04-06-2019 16:58,2019-06-04T16:58:00.000,2018-09-04T00:00:00.000,Euthanasia,Other,Unknown,8 months,Bat,Black/Brown,Rabies Risk
A841836,Shaggy,14-09-2021 14:52,2021-09-14T14:52:00.000,2012-08-03T00:00:00.000,Adoption,Dog,Neutered Male,9 years,Chihuahua Shorthair/Dachshund,White/Black,
A752038,Danger,23-06-2017 13:54,2017-06-23T13:54:00.000,2017-04-17T00:00:00.000,Return to Owner,Dog,Intact Male,2 months,Dachshund/Chihuahua Shorthair,Black/Tan,
A863893,Logan,26-09-2022 12:49,2022-09-26T12:49:00.000,2022-06-17T00:00:00.000,Adoption,Dog,Neutered Male,3 months,Pointer Mix,White/Black,
A815925,Stitch,09-04-2020 12:04,2020-04-09T12:04:00.000,2009-03-30T00:00:00.000,Return to Owner,Dog,Intact Male,11 years,Chihuahua Shorthair,Tan,
A794195,Bentley,08-05-2019 17:43,2019-05-08T17:43:00.000,2019-02-04T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Siamese Mix,Flame Point,
A769997,Chewy,19-06-2018 13:43,2018-06-19T13:43:00.000,2018-04-13T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Yorkshire Terrier/Norfolk Terrier,Black/Brown,Foster
A687278,,04-09-2014 17:06,2014-09-04T17:06:00.000,2014-08-02T00:00:00.000,Transfer,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby,Partner
A832316,Cody,22-04-2021 11:01,2021-04-22T11:01:00.000,2019-04-11T00:00:00.000,Transfer,Other,Intact Male,2 years,Guinea Pig,White/Brown,Partner
A782755,Indigo,25-10-2018 19:22,2018-10-25T19:22:00.000,2018-08-05T00:00:00.000,Adoption,Dog,Spayed Female,2 months,American Pit Bull Terrier Mix,Blue/White,
A803849,Patch,14-09-2019 13:29,2019-09-14T13:29:00.000,2019-07-07T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Dalmatian,White,
A796658,,13-07-2019 06:46,2019-07-13T06:46:00.000,2019-06-01T00:00:00.000,Transfer,Dog,Intact Female,1 month,American Staffordshire Terrier Mix,Sable/White,Partner
A684202,,27-07-2014 12:08,2014-07-27T12:08:00.000,2014-07-05T00:00:00.000,Return to Owner,Dog,Intact Female,3 weeks,Pit Bull Mix,Red/White,
A883174,,13-06-2023 18:33,2023-06-13T18:33:00.000,2023-06-07T00:00:00.000,Transfer,Cat,Unknown,6 days,Domestic Shorthair,Gray Tabby,Partner
A668550,Pushkin,20-12-2013 12:51,2013-12-20T12:51:00.000,2012-12-04T00:00:00.000,Transfer,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby,Partner
A671995,Lilly,09-02-2014 19:02,2014-02-09T19:02:00.000,2013-02-02T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/White,
A782948,,28-10-2018 13:57,2018-10-28T13:57:00.000,2018-08-08T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Anatol Shepherd Mix,Tricolor/White,
A793031,Violet,18-04-2019 18:31,2019-04-18T18:31:00.000,2013-04-18T00:00:00.000,Return to Owner,Dog,Spayed Female,6 years,Pit Bull Mix,Blue/White,
A824893,Blaze,23-10-2020 11:11,2020-10-23T11:11:00.000,2020-02-22T00:00:00.000,Return to Owner,Cat,Neutered Male,8 months,Domestic Shorthair,Orange Tabby/White,
A775250,Bentley,12-05-2019 15:22,2019-05-12T15:22:00.000,2018-02-28T00:00:00.000,Return to Owner,Dog,Neutered Male,1 year,Alaskan Malamute/German Shepherd,Black/White,
A609226,Swisher,17-02-2014 17:05,2014-02-17T17:05:00.000,2009-09-05T00:00:00.000,Return to Owner,Dog,Neutered Male,4 years,Boxer Mix,Tan/White,
A642126,Lalo,07-12-2014 12:12,2014-12-07T12:12:00.000,2012-01-18T00:00:00.000,Return to Owner,Dog,Neutered Male,2 years,Border Terrier Mix,Gray/White,
A684437,Macaroni,29-07-2014 17:42,2014-07-29T17:42:00.000,2014-05-12T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Miniature Schnauzer/Miniature Poodle,White/Buff,
A813191,Twitch,30-07-2020 16:17,2020-07-30T16:17:00.000,2014-05-12T00:00:00.000,Rto-Adopt,Dog,Neutered Male,6 years,Pit Bull,Chocolate/White,
A684993,Belle,03-08-2014 15:36,2014-08-03T15:36:00.000,2014-03-07T00:00:00.000,Transfer,Dog,Intact Female,4 months,Catahoula/German Shepherd,Brown/White,Partner
A882078,Kaminski,13-06-2023 18:22,2023-06-13T18:22:00.000,2023-03-03T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Russian Blue,Blue,
A724021,Diesel,26-10-2018 15:02,2018-10-26T15:02:00.000,2015-08-10T00:00:00.000,Return to Owner,Dog,Neutered Male,3 years,Australian Kelpie/German Shepherd,Black/Tricolor,
A883173,,13-06-2023 18:33,2023-06-13T18:33:00.000,2023-06-07T00:00:00.000,Transfer,Cat,Unknown,6 days,Domestic Shorthair,Gray Tabby,Partner
A800970,,03-08-2019 00:00,2019-08-03T00:00:00.000,2019-05-18T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Norfolk Terrier,Tan,
A855780,Sugar Ray,10-05-2022 18:41,2022-05-10T18:41:00.000,2019-04-22T00:00:00.000,Adoption,Cat,Neutered Male,3 years,Domestic Shorthair,White/Brown Tabby,
A823663,Fig,06-10-2020 11:40,2020-10-06T11:40:00.000,2020-01-28T00:00:00.000,Transfer,Dog,Intact Female,8 months,Australian Cattle Dog Mix,Fawn,Partner
A813613,Kaapo,14-03-2020 12:10,2020-03-14T12:10:00.000,2018-02-14T00:00:00.000,Adoption,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue,
A730163,Pepper,29-06-2016 17:26,2016-06-29T17:26:00.000,2008-06-29T00:00:00.000,Return to Owner,Dog,Spayed Female,8 years,Labrador Retriever Mix,Black/White,
A757995,,10-09-2017 10:13,2017-09-10T10:13:00.000,2017-08-26T00:00:00.000,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Seal Point,Partner
A829248,,04-03-2021 09:09,2021-03-04T09:09:00.000,2020-09-09T00:00:00.000,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Blue/White,Foster
A721659,Milshake,02-03-2016 12:16,2016-03-02T12:16:00.000,2015-12-10T00:00:00.000,Transfer,Other,Intact Female,2 months,Guinea Pig Mix,Chocolate/White,Partner
A675675,,26-07-2014 14:31,2014-07-26T14:31:00.000,2014-03-03T00:00:00.000,Adoption,Cat,Spayed Female,4 months,Snowshoe Mix,Chocolate Point,Foster
A880165,,08-05-2023 08:36,2023-05-08T08:36:00.000,2021-05-05T00:00:00.000,Transfer,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby,Snr
A682683,Nadia,16-07-2014 17:44,2014-07-16T17:44:00.000,2014-05-17T00:00:00.000,Adoption,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Black/White,
A725727,Lucinda,10-05-2016 18:36,2016-05-10T18:36:00.000,2016-01-02T00:00:00.000,Adoption,Dog,Spayed Female,4 months,Pit Bull Mix,Tan/White,
A711540,,13-09-2015 18:56,2015-09-13T18:56:00.000,2014-09-08T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Pomeranian Mix,Red/Tan,
A851782,Cilantro,12-03-2022 16:10,2022-03-12T16:10:00.000,2021-05-18T00:00:00.000,Adoption,Dog,Neutered Male,9 months,Great Pyrenees/Australian Cattle Dog,Black/White,
A808560,Granny Smith,13-11-2019 11:54,2019-11-13T11:54:00.000,2019-09-25T00:00:00.000,Transfer,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,Partner
A842521,,23-09-2021 17:24,2021-09-23T17:24:00.000,2021-07-17T00:00:00.000,Adoption,Dog,Neutered Male,2 months,German Shepherd,Black/Brown,
A838089,,02-07-2021 17:00,2021-07-02T17:00:00.000,2021-06-02T00:00:00.000,Transfer,Cat,Intact Male,4 weeks,Domestic Medium Hair,White/Orange,Partner
A843860,China,08-10-2021 17:15,2021-10-08T17:15:00.000,2020-04-07T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Miniature Schnauzer Mix,Gray/Tan,
A864870,Monaka,05-10-2022 15:17,2022-10-05T15:17:00.000,2022-05-01T00:00:00.000,Adoption,Cat,Spayed Female,5 months,Domestic Shorthair,White/Black,
A757442,Emma,07-09-2017 13:04,2017-09-07T13:04:00.000,2017-05-17T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue,
A779481,Akira,09-09-2018 17:21,2018-09-09T17:21:00.000,2018-03-09T00:00:00.000,Adoption,Dog,Spayed Female,6 months,Whippet Mix,Brown/White,
A840956,A840956,20-08-2021 17:33,2021-08-20T17:33:00.000,2021-03-10T00:00:00.000,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black,
A752368,Elliot,25-06-2017 17:16,2017-06-25T17:16:00.000,2017-04-26T00:00:00.000,Adoption,Dog,Neutered Male,1 month,Labrador Retriever Mix,Black/White,
A679201,,17-05-2014 14:47,2014-05-17T14:47:00.000,2014-04-25T00:00:00.000,Transfer,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Black/White,Partner
A691670,Ranger,23-11-2014 16:50,2014-11-23T16:50:00.000,2014-03-07T00:00:00.000,Adoption,Dog,Neutered Male,8 months,Border Collie Mix,Black/White,
A786762,Pumba,13-01-2019 17:41,2019-01-13T17:41:00.000,2017-01-01T00:00:00.000,Adoption,Dog,Neutered Male,2 years,American Pit Bull Terrier Mix,Brown,
A758879,Luna,21-12-2019 11:46,2019-12-21T11:46:00.000,2015-09-23T00:00:00.000,Adoption,Dog,Spayed Female,4 years,Labrador Retriever Mix,Tan/White,
A794662,Sam,27-01-2022 12:41,2022-01-27T12:41:00.000,2016-05-10T00:00:00.000,Adoption,Cat,Neutered Male,5 years,Domestic Shorthair,Brown Tabby/White,Foster
A668733,Gypsy,09-12-2013 17:16,2013-12-09T17:16:00.000,2012-12-08T00:00:00.000,Return to Owner,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle/White,
A730602,Link,16-07-2016 13:16,2016-07-16T13:16:00.000,2015-09-07T00:00:00.000,Adoption,Dog,Neutered Male,10 months,Labrador Retriever Mix,Brown/Tan,
A664931,Chester,04-12-2014 15:43,2014-12-04T15:43:00.000,2012-10-11T00:00:00.000,Return to Owner,Dog,Neutered Male,2 years,Rat Terrier Mix,White/Brown,
A680005,Biscuit,01-06-2014 18:16,2014-06-01T18:16:00.000,2014-03-29T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Australian Kelpie Mix,Tan/Black,
A868329,Bon Bon,19-11-2022 17:08,2022-11-19T17:08:00.000,2022-09-01T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Border Collie Mix,Black/White,
A808227,Romano,03-12-2019 14:26,2019-12-03T14:26:00.000,2018-05-06T00:00:00.000,Transfer,Dog,Intact Male,1 year,Dalmatian Mix,White/Black,Partner
A758739,,28-09-2017 18:38,2017-09-28T18:38:00.000,2015-09-21T00:00:00.000,Transfer,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby/White,Snr
A729191,Mr. Jones,17-07-2016 17:13,2016-07-17T17:13:00.000,2016-05-14T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,
A695215,August,01-08-2015 12:30,2015-08-01T12:30:00.000,2013-01-11T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,
A875438,Leola,07-03-2023 18:54,2023-03-07T18:54:00.000,2022-07-27T00:00:00.000,Adoption,Dog,Spayed Female,7 months,German Shepherd,Brown/Black,
A724653,,20-04-2016 13:27,2016-04-20T13:27:00.000,2016-04-15T00:00:00.000,Transfer,Cat,Unknown,5 days,Domestic Shorthair Mix,Orange Tabby,Partner
A802576,Ramen,27-08-2019 11:23,2019-08-27T11:23:00.000,2018-02-20T00:00:00.000,Transfer,Dog,Intact Male,1 year,Pit Bull,Blue/White,Partner
A795782,Maya,29-05-2019 15:24,2019-05-29T15:24:00.000,2018-05-24T00:00:00.000,Return to Owner,Dog,Intact Female,1 year,Chihuahua Shorthair,Cream,
A788817,Latte,17-06-2021 10:29,2021-06-17T10:29:00.000,2018-04-09T00:00:00.000,Adoption,Dog,Spayed Female,3 years,Staffordshire Mix,Fawn/White,
A745755,Maya,23-03-2017 17:24,2017-03-23T17:24:00.000,2016-02-23T00:00:00.000,Return to Owner,Dog,Intact Female,1 year,Labrador Retriever Mix,Black/White,
A738723,Celene,09-12-2016 09:20,2016-12-09T09:20:00.000,2016-10-11T00:00:00.000,Adoption,Cat,Spayed Female,1 month,Domestic Shorthair,Tortie,Foster
A809787,Banjo,07-02-2020 18:15,2020-02-07T18:15:00.000,2019-02-01T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Australian Cattle Dog,Red/White,Foster
A718888,Pearl,13-01-2016 16:30,2016-01-13T16:30:00.000,2015-07-09T00:00:00.000,Adoption,Dog,Spayed Female,6 months,German Shepherd Mix,Black/Tan,
A727613,,30-06-2016 17:15,2016-06-30T17:15:00.000,2016-03-23T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Torbie,
A794469,,22-05-2019 16:28,2019-05-22T16:28:00.000,2019-04-02T00:00:00.000,Transfer,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,Partner
A806106,Gato,14-10-2019 16:02,2019-10-14T16:02:00.000,2015-10-05T00:00:00.000,Return to Owner,Cat,Neutered Male,4 years,Domestic Shorthair,Gray,
A848813,Lucas,01-02-2022 16:19,2022-02-01T16:19:00.000,2019-12-28T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Pit Bull Mix,White/Black,
A840160,Lily,07-08-2021 15:27,2021-08-07T15:27:00.000,2021-07-03T00:00:00.000,Euthanasia,Cat,Intact Female,5 weeks,Domestic Medium Hair,Black,Suffering
A679302,Austin,25-05-2014 11:29,2014-05-25T11:29:00.000,2013-05-19T00:00:00.000,Transfer,Dog,Neutered Male,1 year,Chihuahua Shorthair/Dachshund Wirehair,Tan,Partner
A798956,Lola,12-08-2019 16:01,2019-08-12T16:01:00.000,2019-05-02T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,
A821281,Buster,17-08-2020 00:00,2020-08-17T00:00:00.000,2012-08-07T00:00:00.000,Transfer,Dog,Neutered Male,8 years,Basset Hound/Beagle,Tricolor,Partner
A677296,Salliemae,03-05-2014 14:03,2014-05-03T14:03:00.000,2007-04-23T00:00:00.000,Adoption,Dog,Spayed Female,7 years,Rottweiler/Labrador Retriever,Black/Tan,
A770585,Shiner,06-08-2018 13:03,2018-08-06T13:03:00.000,2017-04-22T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White,
A783913,Angelina,11-11-2018 14:49,2018-11-11T14:49:00.000,2017-05-08T00:00:00.000,Return to Owner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby,
A732354,Princess,24-08-2016 17:11,2016-08-24T17:11:00.000,2016-02-06T00:00:00.000,Adoption,Dog,Spayed Female,6 months,Australian Cattle Dog Mix,White,
A734313,,08-09-2016 14:23,2016-09-08T14:23:00.000,2012-09-04T00:00:00.000,Transfer,Dog,Intact Male,4 years,Boxer Mix,Brown Brindle/White,Partner
A795005,Hunter,06-09-2019 15:36,2019-09-06T15:36:00.000,2019-04-22T00:00:00.000,Transfer,Dog,Neutered Male,4 months,Pointer Mix,Fawn,Partner
A813028,,04-02-2020 11:07,2020-02-04T11:07:00.000,2018-02-02T00:00:00.000,Euthanasia,Other,Unknown,2 years,Bat,Black/Brown,Rabies Risk
A697429,Willow,12-03-2015 18:18,2015-03-12T18:18:00.000,2013-08-23T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Border Collie/Pointer,Black/White,
A673221,Timmie,28-02-2014 15:24,2014-02-28T15:24:00.000,2013-09-20T00:00:00.000,Adoption,Dog,Spayed Female,5 months,Dachshund Mix,Brown,
A744862,Penny,31-03-2017 14:45,2017-03-31T14:45:00.000,2013-03-14T00:00:00.000,Adoption,Dog,Spayed Female,4 years,Dachshund/Rat Terrier,Red/White,
A687756,Luna,12-09-2014 12:33,2014-09-12T12:33:00.000,2014-06-29T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Siamese Mix,Lynx Point,
A768906,Peaches,24-04-2018 19:12,2018-04-24T19:12:00.000,2014-03-27T00:00:00.000,Return to Owner,Cat,Spayed Female,4 years,Siamese Mix,Tortie,
A776657,Margarita,09-10-2018 11:29,2018-10-09T11:29:00.000,2018-06-10T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,Foster
A701885,Jax,22-05-2015 19:17,2015-05-22T19:17:00.000,2014-05-05T00:00:00.000,Adoption,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby,
A677041,Avery,26-05-2014 18:07,2014-05-26T18:07:00.000,2014-03-12T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Border Collie Mix,Black,Foster
A808988,,26-11-2019 17:33,2019-11-26T17:33:00.000,2019-09-09T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby,
A803123,Gizmo,01-09-2019 15:33,2019-09-01T15:33:00.000,2019-06-12T00:00:00.000,Adoption,Cat,Intact Male,2 months,Domestic Shorthair,Black/White,
A666077,Sabrina,01-02-2014 17:59,2014-02-01T17:59:00.000,2013-08-11T00:00:00.000,Adoption,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black,
A706459,Furiosa,15-08-2015 18:46,2015-08-15T18:46:00.000,2015-04-14T00:00:00.000,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Blue Tabby,
A883179,,13-06-2023 18:40,2023-06-13T18:40:00.000,2023-05-22T00:00:00.000,Transfer,Cat,Intact Male,3 weeks,Domestic Medium Hair,Brown Tabby,Partner
A838342,Burgoo,14-07-2021 17:53,2021-07-14T17:53:00.000,2017-07-07T00:00:00.000,Adoption,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Brown,
A766561,,17-02-2018 16:27,2018-02-17T16:27:00.000,2015-02-11T00:00:00.000,Transfer,Dog,Neutered Male,3 years,Pug Mix,Black/White,Partner
A799660,403 Grams,10-07-2019 19:29,2019-07-10T19:29:00.000,2019-07-07T00:00:00.000,Transfer,Dog,Intact Male,3 days,Labrador Retriever Mix,Brown,Partner
A833056,Piccolo,01-05-2021 14:09,2021-05-01T14:09:00.000,2021-01-06T00:00:00.000,Adoption,Dog,Neutered Male,3 months,Labrador Retriever Mix,Brown/White,Offsite
A845149,Nava,28-10-2021 18:13,2021-10-28T18:13:00.000,2021-08-20T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Pit Bull,Brown Brindle/White,
A819044,Oliver,27-08-2020 10:43,2020-08-27T10:43:00.000,2020-04-28T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby/White,Foster
A737585,Snickers,09-12-2016 18:45,2016-12-09T18:45:00.000,2016-09-01T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue/White,
A786074,,20-12-2018 17:24,2018-12-20T17:24:00.000,2018-04-16T00:00:00.000,Adoption,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Black/White,
A835081,,24-05-2021 12:06,2021-05-24T12:06:00.000,2021-04-27T00:00:00.000,Transfer,Cat,Intact Female,3 weeks,Siamese,Seal Point/White,Partner
A819299,Turkey Lurkey,07-08-2020 14:36,2020-08-07T14:36:00.000,2020-05-25T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,Foster
A807768,,06-11-2019 18:27,2019-11-06T18:27:00.000,2012-10-29T00:00:00.000,Adoption,Dog,Neutered Male,7 years,Great Pyrenees,White,
A723110,,31-03-2016 11:41,2016-03-31T11:41:00.000,2015-09-26T00:00:00.000,Transfer,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black,Partner
A741991,Styx,16-01-2017 17:22,2017-01-16T17:22:00.000,2016-10-28T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black,
A759181,,28-09-2017 00:00,2017-09-28T00:00:00.000,2017-08-28T00:00:00.000,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White,Partner
A747585,Joy,26-04-2017 17:59,2017-04-26T17:59:00.000,2016-04-21T00:00:00.000,Rto-Adopt,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown/White,
A752526,,24-06-2017 10:48,2017-06-24T10:48:00.000,2015-06-23T00:00:00.000,Euthanasia,Other,Unknown,2 years,Bat Mix,Black,Rabies Risk
A775839,Rambo,07-07-2018 14:54,2018-07-07T14:54:00.000,2016-07-05T00:00:00.000,Return to Owner,Dog,Intact Male,2 years,Labrador Retriever/Pit Bull,Black/White,
A868958,Draper,07-01-2023 10:08,2023-01-07T10:08:00.000,2022-06-10T00:00:00.000,Adoption,Dog,Neutered Male,6 months,Australian Cattle Dog Mix,Brown/White,Foster
A673079,Tinsel,05-03-2014 17:10,2014-03-05T17:10:00.000,2013-02-19T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Yorkshire Terrier Mix,Gray/Tan,
A722894,,23-03-2016 17:35,2016-03-23T17:35:00.000,2015-09-23T00:00:00.000,Euthanasia,Other,Unknown,5 months,Bat,Brown,Rabies Risk
A681346,Jon Snow,29-06-2014 15:48,2014-06-29T15:48:00.000,2014-03-24T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby,
A700106,Mr.Gray,20-04-2015 14:08,2015-04-20T14:08:00.000,2014-04-08T00:00:00.000,Transfer,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby,Partner
A729401,,27-06-2016 00:00,2016-06-27T00:00:00.000,2016-04-02T00:00:00.000,Transfer,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,Partner
A768216,Sweetie,30-01-2019 14:47,2019-01-30T14:47:00.000,2016-03-15T00:00:00.000,Transfer,Dog,Spayed Female,2 years,Pug Mix,Fawn,Partner
A780869,,15-10-2018 16:52,2018-10-15T16:52:00.000,2016-09-21T00:00:00.000,Transfer,Cat,Intact Female,2 years,Domestic Medium Hair Mix,White/Gray,Snr
